level,list_-5.0,list_-4.5,list_-4.0,list_-3.5,list_-3.0,list_-2.5,list_-2.0,list_-1.5,list_-1.0,list_-0.5,list_0.0,list_0.5,list_1.0,list_1.5,list_2.0,list_2.5,list_3.0,list_3.5,list_4.0,list_4.5,list_5.0
164,3.12,2.52,2,1.52,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.52,2,2.52,3.12
165,3.125,2.525,2,1.525,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.525,2,2.525,3.125
166,3.13,2.53,2,1.53,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.53,2,2.53,3.13
167,3.135,2.535,2,1.535,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.535,2,2.535,3.135
168,3.14,2.54,2,1.54,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.54,2,2.54,3.14
169,3.145,2.545,2,1.545,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.545,2,2.545,3.145
170,3.15,2.55,2,1.55,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.55,2,2.55,3.15
171,3.155,2.555,2,1.555,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.555,2,2.555,3.155
172,3.16,2.56,2,1.56,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.56,2,2.56,3.16
173,3.165,2.565,2,1.565,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.565,2,2.565,3.165
174,3.17,2.57,2,1.57,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.57,2,2.57,3.17
175,3.175,2.575,2,1.575,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.575,2,2.575,3.175
176,3.18,2.58,2,1.58,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.58,2,2.58,3.18
177,3.185,2.585,2,1.585,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.585,2,2.585,3.185
178,3.19,2.59,2,1.59,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.59,2,2.59,3.19
179,3.195,2.595,2,1.595,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.595,2,2.595,3.195
180,3.2,2.6,2,1.6,1.1,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.1,1.6,2,2.6,3.2
181,3.205,2.6,2.005,1.6,1.105,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.105,1.6,2.005,2.6,3.205
182,3.21,2.6,2.01,1.6,1.11,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.11,1.6,2.01,2.6,3.21
183,3.215,2.6,2.015,1.6,1.115,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.115,1.6,2.015,2.6,3.215
184,3.22,2.6,2.02,1.6,1.12,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.12,1.6,2.02,2.6,3.22
185,3.225,2.6,2.025,1.6,1.125,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.125,1.6,2.025,2.6,3.225
186,3.23,2.6,2.03,1.6,1.13,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.13,1.6,2.03,2.6,3.23
187,3.235,2.6,2.035,1.6,1.135,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.135,1.6,2.035,2.6,3.235
188,3.24,2.6,2.04,1.6,1.14,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.14,1.6,2.04,2.6,3.24
189,3.245,2.6,2.045,1.6,1.145,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.145,1.6,2.045,2.6,3.245
190,3.25,2.6,2.05,1.6,1.15,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.15,1.6,2.05,2.6,3.25
191,3.255,2.6,2.055,1.6,1.155,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.155,1.6,2.055,2.6,3.255
192,3.26,2.6,2.06,1.6,1.16,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.16,1.6,2.06,2.6,3.26
193,3.265,2.6,2.065,1.6,1.165,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.165,1.6,2.065,2.6,3.265
194,3.27,2.6,2.07,1.6,1.17,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.17,1.6,2.07,2.6,3.27
195,3.275,2.6,2.075,1.6,1.175,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.175,1.6,2.075,2.6,3.275
196,3.28,2.6,2.08,1.6,1.18,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.18,1.6,2.08,2.6,3.28
197,3.285,2.6,2.085,1.6,1.185,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.185,1.6,2.085,2.6,3.285
198,3.29,2.6,2.09,1.6,1.19,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.19,1.6,2.09,2.6,3.29
199,3.295,2.6,2.095,1.6,1.195,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.195,1.6,2.095,2.6,3.295
200,3.3,2.6,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.6,3.3
201,3.305,2.605,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.605,3.305
202,3.31,2.61,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.61,3.31
203,3.315,2.615,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.615,3.315
204,3.32,2.62,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.62,3.32
205,3.325,2.625,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.625,3.325
206,3.33,2.63,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.63,3.33
207,3.335,2.635,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.635,3.335
208,3.34,2.64,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.64,3.34
209,3.345,2.645,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.645,3.345
210,3.35,2.65,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.65,3.35
211,3.355,2.655,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.655,3.355
212,3.36,2.66,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.66,3.36
213,3.365,2.665,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.665,3.365
214,3.37,2.67,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.67,3.37
215,3.375,2.675,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.675,3.375
216,3.38,2.68,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.68,3.38
217,3.385,2.685,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.685,3.385
218,3.39,2.69,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.69,3.39
219,3.395,2.695,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.695,3.395
220,3.4,2.7,2.1,1.6,1.2,0.8,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.8,1.2,1.6,2.1,2.7,3.4
221,3.4,2.705,2.105,1.605,1.2,0.805,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.805,1.2,1.605,2.105,2.705,3.4
222,3.4,2.71,2.11,1.61,1.2,0.81,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.81,1.2,1.61,2.11,2.71,3.4
223,3.4,2.715,2.115,1.615,1.2,0.815,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.815,1.2,1.615,2.115,2.715,3.4
224,3.4,2.72,2.12,1.62,1.2,0.82,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.82,1.2,1.62,2.12,2.72,3.4
225,3.4,2.725,2.125,1.625,1.2,0.825,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.825,1.2,1.625,2.125,2.725,3.4
226,3.4,2.73,2.13,1.63,1.2,0.83,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.83,1.2,1.63,2.13,2.73,3.4
227,3.4,2.735,2.135,1.635,1.2,0.835,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.835,1.2,1.635,2.135,2.735,3.4
228,3.4,2.74,2.14,1.64,1.2,0.84,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.84,1.2,1.64,2.14,2.74,3.4
229,3.4,2.745,2.145,1.645,1.2,0.845,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.845,1.2,1.645,2.145,2.745,3.4
230,3.4,2.75,2.15,1.65,1.2,0.85,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.85,1.2,1.65,2.15,2.75,3.4
231,3.4,2.755,2.155,1.655,1.2,0.855,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.855,1.2,1.655,2.155,2.755,3.4
232,3.4,2.76,2.16,1.66,1.2,0.86,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.86,1.2,1.66,2.16,2.76,3.4
233,3.4,2.765,2.165,1.665,1.2,0.865,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.865,1.2,1.665,2.165,2.765,3.4
234,3.4,2.77,2.17,1.67,1.2,0.87,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.87,1.2,1.67,2.17,2.77,3.4
235,3.4,2.775,2.175,1.675,1.2,0.875,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.875,1.2,1.675,2.175,2.775,3.4
236,3.4,2.78,2.18,1.68,1.2,0.88,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.88,1.2,1.68,2.18,2.78,3.4
237,3.4,2.785,2.185,1.685,1.2,0.885,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.885,1.2,1.685,2.185,2.785,3.4
238,3.4,2.79,2.19,1.69,1.2,0.89,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.89,1.2,1.69,2.19,2.79,3.4
239,3.4,2.795,2.195,1.695,1.2,0.895,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.895,1.2,1.695,2.195,2.795,3.4
240,3.4,2.8,2.2,1.7,1.2,0.9,0.5,0.3,0.1,0,0,0,0.1,0.3,0.5,0.9,1.2,1.7,2.2,2.8,3.4
241,3.405,2.8,2.2,1.7,1.205,0.9,0.505,0.3,0.1,0,0,0,0.1,0.3,0.505,0.9,1.205,1.7,2.2,2.8,3.405
242,3.41,2.8,2.2,1.7,1.21,0.9,0.51,0.3,0.1,0,0,0,0.1,0.3,0.51,0.9,1.21,1.7,2.2,2.8,3.41
243,3.415,2.8,2.2,1.7,1.215,0.9,0.515,0.3,0.1,0,0,0,0.1,0.3,0.515,0.9,1.215,1.7,2.2,2.8,3.415
244,3.42,2.8,2.2,1.7,1.22,0.9,0.52,0.3,0.1,0,0,0,0.1,0.3,0.52,0.9,1.22,1.7,2.2,2.8,3.42
245,3.425,2.8,2.2,1.7,1.225,0.9,0.525,0.3,0.1,0,0,0,0.1,0.3,0.525,0.9,1.225,1.7,2.2,2.8,3.425
246,3.43,2.8,2.2,1.7,1.23,0.9,0.53,0.3,0.1,0,0,0,0.1,0.3,0.53,0.9,1.23,1.7,2.2,2.8,3.43
247,3.435,2.8,2.2,1.7,1.235,0.9,0.535,0.3,0.1,0,0,0,0.1,0.3,0.535,0.9,1.235,1.7,2.2,2.8,3.435
248,3.44,2.8,2.2,1.7,1.24,0.9,0.54,0.3,0.1,0,0,0,0.1,0.3,0.54,0.9,1.24,1.7,2.2,2.8,3.44
249,3.445,2.8,2.2,1.7,1.245,0.9,0.545,0.3,0.1,0,0,0,0.1,0.3,0.545,0.9,1.245,1.7,2.2,2.8,3.445
250,3.45,2.8,2.2,1.7,1.25,0.9,0.55,0.3,0.1,0,0,0,0.1,0.3,0.55,0.9,1.25,1.7,2.2,2.8,3.45
251,3.455,2.8,2.2,1.7,1.255,0.9,0.555,0.3,0.1,0,0,0,0.1,0.3,0.555,0.9,1.255,1.7,2.2,2.8,3.455
252,3.46,2.8,2.2,1.7,1.26,0.9,0.56,0.3,0.1,0,0,0,0.1,0.3,0.56,0.9,1.26,1.7,2.2,2.8,3.46
253,3.465,2.8,2.2,1.7,1.265,0.9,0.565,0.3,0.1,0,0,0,0.1,0.3,0.565,0.9,1.265,1.7,2.2,2.8,3.465
254,3.47,2.8,2.2,1.7,1.27,0.9,0.57,0.3,0.1,0,0,0,0.1,0.3,0.57,0.9,1.27,1.7,2.2,2.8,3.47
255,3.475,2.8,2.2,1.7,1.275,0.9,0.575,0.3,0.1,0,0,0,0.1,0.3,0.575,0.9,1.275,1.7,2.2,2.8,3.475
256,3.48,2.8,2.2,1.7,1.28,0.9,0.58,0.3,0.1,0,0,0,0.1,0.3,0.58,0.9,1.28,1.7,2.2,2.8,3.48
257,3.485,2.8,2.2,1.7,1.285,0.9,0.585,0.3,0.1,0,0,0,0.1,0.3,0.585,0.9,1.285,1.7,2.2,2.8,3.485
258,3.49,2.8,2.2,1.7,1.29,0.9,0.59,0.3,0.1,0,0,0,0.1,0.3,0.59,0.9,1.29,1.7,2.2,2.8,3.49
259,3.495,2.8,2.2,1.7,1.295,0.9,0.595,0.3,0.1,0,0,0,0.1,0.3,0.595,0.9,1.295,1.7,2.2,2.8,3.495
260,3.5,2.8,2.2,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.2,2.8,3.5
261,3.505,2.805,2.205,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.205,2.805,3.505
262,3.51,2.81,2.21,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.21,2.81,3.51
263,3.515,2.815,2.215,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.215,2.815,3.515
264,3.52,2.82,2.22,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.22,2.82,3.52
265,3.525,2.825,2.225,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.225,2.825,3.525
266,3.53,2.83,2.23,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.23,2.83,3.53
267,3.535,2.835,2.235,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.235,2.835,3.535
268,3.54,2.84,2.24,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.24,2.84,3.54
269,3.545,2.845,2.245,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.245,2.845,3.545
270,3.55,2.85,2.25,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.25,2.85,3.55
271,3.555,2.855,2.255,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.255,2.855,3.555
272,3.56,2.86,2.26,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.26,2.86,3.56
273,3.565,2.865,2.265,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.265,2.865,3.565
274,3.57,2.87,2.27,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.27,2.87,3.57
275,3.575,2.875,2.275,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.275,2.875,3.575
276,3.58,2.88,2.28,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.28,2.88,3.58
277,3.585,2.885,2.285,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.285,2.885,3.585
278,3.59,2.89,2.29,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.29,2.89,3.59
279,3.595,2.895,2.295,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.295,2.895,3.595
280,3.6,2.9,2.3,1.7,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.7,2.3,2.9,3.6
281,3.605,2.905,2.3,1.705,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.705,2.3,2.905,3.605
282,3.61,2.91,2.3,1.71,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.71,2.3,2.91,3.61
283,3.615,2.915,2.3,1.715,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.715,2.3,2.915,3.615
284,3.62,2.92,2.3,1.72,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.72,2.3,2.92,3.62
285,3.625,2.925,2.3,1.725,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.725,2.3,2.925,3.625
286,3.63,2.93,2.3,1.73,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.73,2.3,2.93,3.63
287,3.635,2.935,2.3,1.735,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.735,2.3,2.935,3.635
288,3.64,2.94,2.3,1.74,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.74,2.3,2.94,3.64
289,3.645,2.945,2.3,1.745,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.745,2.3,2.945,3.645
290,3.65,2.95,2.3,1.75,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.75,2.3,2.95,3.65
291,3.655,2.955,2.3,1.755,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.755,2.3,2.955,3.655
292,3.66,2.96,2.3,1.76,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.76,2.3,2.96,3.66
293,3.665,2.965,2.3,1.765,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.765,2.3,2.965,3.665
294,3.67,2.97,2.3,1.77,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.77,2.3,2.97,3.67
295,3.675,2.975,2.3,1.775,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.775,2.3,2.975,3.675
296,3.68,2.98,2.3,1.78,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.78,2.3,2.98,3.68
297,3.685,2.985,2.3,1.785,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.785,2.3,2.985,3.685
298,3.69,2.99,2.3,1.79,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.79,2.3,2.99,3.69
299,3.695,2.995,2.3,1.795,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.795,2.3,2.995,3.695
300,3.7,3,2.3,1.8,1.3,0.9,0.6,0.3,0.1,0,0,0,0.1,0.3,0.6,0.9,1.3,1.8,2.3,3,3.7
301,3.703,3.003,2.303,1.802,1.301,0.901,0.6,0.301,0.101,0,0,0,0.101,0.301,0.6,0.901,1.301,1.802,2.303,3.003,3.703
302,3.706,3.006,2.306,1.804,1.302,0.902,0.6,0.302,0.102,0,0,0,0.102,0.302,0.6,0.902,1.302,1.804,2.306,3.006,3.706
303,3.709,3.009,2.309,1.806,1.303,0.903,0.6,0.303,0.103,0,0,0,0.103,0.303,0.6,0.903,1.303,1.806,2.309,3.009,3.709
304,3.712,3.012,2.312,1.808,1.304,0.904,0.6,0.304,0.104,0,0,0,0.104,0.304,0.6,0.904,1.304,1.808,2.312,3.012,3.712
305,3.715,3.015,2.315,1.81,1.305,0.905,0.6,0.305,0.105,0,0,0,0.105,0.305,0.6,0.905,1.305,1.81,2.315,3.015,3.715
306,3.718,3.018,2.318,1.812,1.306,0.906,0.6,0.306,0.106,0,0,0,0.106,0.306,0.6,0.906,1.306,1.812,2.318,3.018,3.718
307,3.721,3.021,2.321,1.814,1.307,0.907,0.6,0.307,0.107,0,0,0,0.107,0.307,0.6,0.907,1.307,1.814,2.321,3.021,3.721
308,3.724,3.024,2.324,1.816,1.308,0.908,0.6,0.308,0.108,0,0,0,0.108,0.308,0.6,0.908,1.308,1.816,2.324,3.024,3.724
309,3.727,3.027,2.327,1.818,1.309,0.909,0.6,0.309,0.109,0,0,0,0.109,0.309,0.6,0.909,1.309,1.818,2.327,3.027,3.727
310,3.73,3.03,2.33,1.82,1.31,0.91,0.6,0.31,0.11,0,0,0,0.11,0.31,0.6,0.91,1.31,1.82,2.33,3.03,3.73
311,3.733,3.033,2.333,1.822,1.311,0.911,0.6,0.311,0.111,0,0,0,0.111,0.311,0.6,0.911,1.311,1.822,2.333,3.033,3.733
312,3.736,3.036,2.336,1.824,1.312,0.912,0.6,0.312,0.112,0,0,0,0.112,0.312,0.6,0.912,1.312,1.824,2.336,3.036,3.736
313,3.739,3.039,2.339,1.826,1.313,0.913,0.6,0.313,0.113,0,0,0,0.113,0.313,0.6,0.913,1.313,1.826,2.339,3.039,3.739
314,3.742,3.042,2.342,1.828,1.314,0.914,0.6,0.314,0.114,0,0,0,0.114,0.314,0.6,0.914,1.314,1.828,2.342,3.042,3.742
315,3.745,3.045,2.345,1.83,1.315,0.915,0.6,0.315,0.115,0,0,0,0.115,0.315,0.6,0.915,1.315,1.83,2.345,3.045,3.745
316,3.748,3.048,2.348,1.832,1.316,0.916,0.6,0.316,0.116,0,0,0,0.116,0.316,0.6,0.916,1.316,1.832,2.348,3.048,3.748
317,3.751,3.051,2.351,1.834,1.317,0.917,0.6,0.317,0.117,0,0,0,0.117,0.317,0.6,0.917,1.317,1.834,2.351,3.051,3.751
318,3.754,3.054,2.354,1.836,1.318,0.918,0.6,0.318,0.118,0,0,0,0.118,0.318,0.6,0.918,1.318,1.836,2.354,3.054,3.754
319,3.757,3.057,2.357,1.838,1.319,0.919,0.6,0.319,0.119,0,0,0,0.119,0.319,0.6,0.919,1.319,1.838,2.357,3.057,3.757
320,3.76,3.06,2.36,1.84,1.32,0.92,0.6,0.32,0.12,0,0,0,0.12,0.32,0.6,0.92,1.32,1.84,2.36,3.06,3.76
321,3.763,3.063,2.363,1.842,1.321,0.921,0.6,0.321,0.121,0,0,0,0.121,0.321,0.6,0.921,1.321,1.842,2.363,3.063,3.763
322,3.766,3.066,2.366,1.844,1.322,0.922,0.6,0.322,0.122,0,0,0,0.122,0.322,0.6,0.922,1.322,1.844,2.366,3.066,3.766
323,3.769,3.069,2.369,1.846,1.323,0.923,0.6,0.323,0.123,0,0,0,0.123,0.323,0.6,0.923,1.323,1.846,2.369,3.069,3.769
324,3.772,3.072,2.372,1.848,1.324,0.924,0.6,0.324,0.124,0,0,0,0.124,0.324,0.6,0.924,1.324,1.848,2.372,3.072,3.772
325,3.775,3.075,2.375,1.85,1.325,0.925,0.6,0.325,0.125,0,0,0,0.125,0.325,0.6,0.925,1.325,1.85,2.375,3.075,3.775
326,3.778,3.078,2.378,1.852,1.326,0.926,0.6,0.326,0.126,0,0,0,0.126,0.326,0.6,0.926,1.326,1.852,2.378,3.078,3.778
327,3.781,3.081,2.381,1.854,1.327,0.927,0.6,0.327,0.127,0,0,0,0.127,0.327,0.6,0.927,1.327,1.854,2.381,3.081,3.781
328,3.784,3.084,2.384,1.856,1.328,0.928,0.6,0.328,0.128,0,0,0,0.128,0.328,0.6,0.928,1.328,1.856,2.384,3.084,3.784
329,3.787,3.087,2.387,1.858,1.329,0.929,0.6,0.329,0.129,0,0,0,0.129,0.329,0.6,0.929,1.329,1.858,2.387,3.087,3.787
330,3.79,3.09,2.39,1.86,1.33,0.93,0.6,0.33,0.13,0,0,0,0.13,0.33,0.6,0.93,1.33,1.86,2.39,3.09,3.79
331,3.793,3.093,2.393,1.862,1.331,0.931,0.6,0.331,0.131,0,0,0,0.131,0.331,0.6,0.931,1.331,1.862,2.393,3.093,3.793
332,3.796,3.096,2.396,1.864,1.332,0.932,0.6,0.332,0.132,0,0,0,0.132,0.332,0.6,0.932,1.332,1.864,2.396,3.096,3.796
333,3.799,3.099,2.399,1.866,1.333,0.933,0.6,0.333,0.133,0,0,0,0.133,0.333,0.6,0.933,1.333,1.866,2.399,3.099,3.799
334,3.802,3.102,2.402,1.868,1.334,0.934,0.6,0.334,0.134,0,0,0,0.134,0.334,0.6,0.934,1.334,1.868,2.402,3.102,3.802
335,3.805,3.105,2.405,1.87,1.335,0.935,0.6,0.335,0.135,0,0,0,0.135,0.335,0.6,0.935,1.335,1.87,2.405,3.105,3.805
336,3.808,3.108,2.408,1.872,1.336,0.936,0.6,0.336,0.136,0,0,0,0.136,0.336,0.6,0.936,1.336,1.872,2.408,3.108,3.808
337,3.811,3.111,2.411,1.874,1.337,0.937,0.6,0.337,0.137,0,0,0,0.137,0.337,0.6,0.937,1.337,1.874,2.411,3.111,3.811
