level,trim_-6.0,trim_-5.5,trim_-5.0,trim_-4.5,trim_-4.0,trim_-3.5,trim_-3.0,trim_-2.5,trim_-2.0,trim_-1.5,trim_-1.0,trim_-0.5,trim_0.0,trim_0.5,trim_1.0,trim_1.5,trim_2.0
1110,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.91,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1111,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.911,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1112,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.912,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1113,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.913,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1114,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.914,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1115,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.915,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1116,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.916,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1117,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.917,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1118,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.918,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1119,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.919,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1120,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.92,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1121,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.921,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1122,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.922,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1123,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.923,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1124,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.924,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1125,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.925,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1126,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.926,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1127,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.927,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1128,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.928,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1129,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.929,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1130,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.93,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1131,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.931,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1132,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.932,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1133,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.933,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1134,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.934,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1135,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.935,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1136,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.936,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1137,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.937,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1138,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.938,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1139,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.939,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1140,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.94,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1141,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.941,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1142,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.942,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1143,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.943,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1144,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.944,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1145,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.945,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1146,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.946,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1147,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.947,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1148,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.948,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1149,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.949,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1150,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.95,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1151,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.951,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1152,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.952,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1153,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.953,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1154,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.954,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1155,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.955,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1156,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.956,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1157,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.957,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1158,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.958,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1159,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.959,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1160,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.96,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1161,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.961,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1162,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.962,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1163,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.963,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1164,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.964,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1165,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.965,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1166,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.966,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1167,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.967,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1168,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.968,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1169,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.969,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1170,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.97,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1171,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.971,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1172,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.972,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1173,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.973,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1174,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.974,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1175,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.975,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1176,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.976,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1177,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.977,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1178,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.978,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1179,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.979,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1180,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.98,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1181,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.981,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1182,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.982,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1183,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.983,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1184,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.984,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1185,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.985,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1186,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.986,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1187,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.987,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1188,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.988,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1189,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.989,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1190,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.99,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1191,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.991,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1192,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.992,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1193,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.993,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1194,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.994,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1195,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.995,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1196,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.996,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1197,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.997,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1198,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.998,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1199,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-1.999,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1200,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1201,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1202,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1203,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1204,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1205,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1206,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1207,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1208,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1209,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1210,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1211,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1212,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1213,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1214,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1215,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1216,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1217,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1218,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1219,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1220,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1221,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1222,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1223,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1224,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1225,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1226,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1227,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1228,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1229,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1230,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1231,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1232,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1233,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1234,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1235,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1236,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1237,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1238,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1239,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1240,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1241,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1242,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1243,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1244,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1245,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1246,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1247,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1248,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1249,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1250,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1251,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1252,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1253,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1254,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1255,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1256,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1257,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1258,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1259,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1260,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1261,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1262,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1263,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1264,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1265,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1266,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1267,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1268,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1269,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1270,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1271,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1272,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1273,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1274,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1275,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1276,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1277,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1278,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1279,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1280,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1281,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
1282,-7.9,-7.2,-6.6,-5.9,-5.2,-4.6,-3.9,-3.3,-2.6,-2,-1.3,-0.7,0,0.6,1.3,1.9,2.6
