level,trim_2.0,trim_1.0,trim_0.5,trim_0.0,trim_-0.5,trim_-1.0,trim_-2.0,trim_-3.0,trim_-4.0,trim_-5.0,trim_-6.0,trim_-7.0,trim_-8.0
8.48,0.04152,0.021,0.011,0,-0.011,-0.02148,-0.04348,-0.06548,-0.08896,-0.11144,-0.13492,-0.15888,-0.18284
8.49,0.04151,0.021,0.011,0,-0.011,-0.02149,-0.04349,-0.06549,-0.08898,-0.11147,-0.13496,-0.15894,-0.18292
8.5,0.0415,0.021,0.011,0,-0.011,-0.0215,-0.0435,-0.0655,-0.089,-0.1115,-0.135,-0.159,-0.183
8.51,0.04149,0.021,0.011,0,-0.011,-0.02151,-0.04351,-0.06551,-0.08902,-0.11153,-0.13504,-0.15906,-0.18308
8.52,0.04148,0.021,0.011,0,-0.011,-0.02152,-0.04352,-0.06552,-0.08904,-0.11156,-0.13508,-0.15912,-0.18316
8.53,0.04147,0.021,0.011,0,-0.011,-0.02153,-0.04353,-0.06553,-0.08906,-0.11159,-0.13512,-0.15918,-0.18324
8.54,0.04146,0.021,0.011,0,-0.011,-0.02154,-0.04354,-0.06554,-0.08908,-0.11162,-0.13516,-0.15924,-0.18332
8.55,0.04145,0.021,0.011,0,-0.011,-0.02155,-0.04355,-0.06555,-0.0891,-0.11165,-0.1352,-0.1593,-0.1834
8.56,0.04144,0.021,0.011,0,-0.011,-0.02156,-0.04356,-0.06556,-0.08912,-0.11168,-0.13524,-0.15936,-0.18348
8.57,0.04143,0.021,0.011,0,-0.011,-0.02157,-0.04357,-0.06557,-0.08914,-0.11171,-0.13528,-0.15942,-0.18356
8.58,0.04142,0.021,0.011,0,-0.011,-0.02158,-0.04358,-0.06558,-0.08916,-0.11174,-0.13532,-0.15948,-0.18364
8.59,0.04141,0.021,0.011,0,-0.011,-0.02159,-0.04359,-0.06559,-0.08918,-0.11177,-0.13536,-0.15954,-0.18372
8.6,0.0414,0.021,0.011,0,-0.011,-0.0216,-0.0436,-0.0656,-0.0892,-0.1118,-0.1354,-0.1596,-0.1838
8.61,0.04139,0.021,0.011,0,-0.011,-0.02161,-0.04361,-0.06561,-0.08922,-0.11183,-0.13544,-0.15966,-0.18388
8.62,0.04138,0.021,0.011,0,-0.011,-0.02162,-0.04362,-0.06562,-0.08924,-0.11186,-0.13548,-0.15972,-0.18396
8.63,0.04137,0.021,0.011,0,-0.011,-0.02163,-0.04363,-0.06563,-0.08926,-0.11189,-0.13552,-0.15978,-0.18404
8.64,0.04136,0.021,0.011,0,-0.011,-0.02164,-0.04364,-0.06564,-0.08928,-0.11192,-0.13556,-0.15984,-0.18412
8.65,0.04135,0.021,0.011,0,-0.011,-0.02165,-0.04365,-0.06565,-0.0893,-0.11195,-0.1356,-0.1599,-0.1842
8.66,0.04134,0.021,0.011,0,-0.011,-0.02166,-0.04366,-0.06566,-0.08932,-0.11198,-0.13564,-0.15996,-0.18428
8.67,0.04133,0.021,0.011,0,-0.011,-0.02167,-0.04367,-0.06567,-0.08934,-0.11201,-0.13568,-0.16002,-0.18436
8.68,0.04132,0.021,0.011,0,-0.011,-0.02168,-0.04368,-0.06568,-0.08936,-0.11204,-0.13572,-0.16008,-0.18444
8.69,0.04131,0.021,0.011,0,-0.011,-0.02169,-0.04369,-0.06569,-0.08938,-0.11207,-0.13576,-0.16014,-0.18452
8.7,0.0413,0.021,0.011,0,-0.011,-0.0217,-0.0437,-0.0657,-0.0894,-0.1121,-0.1358,-0.1602,-0.1846
8.71,0.04129,0.021,0.011,0,-0.011,-0.02171,-0.04371,-0.06571,-0.08942,-0.11213,-0.13584,-0.16026,-0.18468
8.72,0.04128,0.021,0.011,0,-0.011,-0.02172,-0.04372,-0.06572,-0.08944,-0.11216,-0.13588,-0.16032,-0.18476
8.73,0.04127,0.021,0.011,0,-0.011,-0.02173,-0.04373,-0.06573,-0.08946,-0.11219,-0.13592,-0.16038,-0.18484
8.74,0.04126,0.021,0.011,0,-0.011,-0.02174,-0.04374,-0.06574,-0.08948,-0.11222,-0.13596,-0.16044,-0.18492
8.75,0.04125,0.021,0.011,0,-0.011,-0.02175,-0.04375,-0.06575,-0.0895,-0.11225,-0.136,-0.1605,-0.185
8.76,0.04124,0.021,0.011,0,-0.011,-0.02176,-0.04376,-0.06576,-0.08952,-0.11228,-0.13604,-0.16056,-0.18508
8.77,0.04123,0.021,0.011,0,-0.011,-0.02177,-0.04377,-0.06577,-0.08954,-0.11231,-0.13608,-0.16062,-0.18516
8.78,0.04122,0.021,0.011,0,-0.011,-0.02178,-0.04378,-0.06578,-0.08956,-0.11234,-0.13612,-0.16068,-0.18524
8.79,0.04121,0.021,0.011,0,-0.011,-0.02179,-0.04379,-0.06579,-0.08958,-0.11237,-0.13616,-0.16074,-0.18532
8.8,0.0412,0.021,0.011,0,-0.011,-0.0218,-0.0438,-0.0658,-0.0896,-0.1124,-0.1362,-0.1608,-0.1854
8.81,0.04119,0.021,0.011,0,-0.011,-0.02181,-0.04381,-0.06581,-0.08962,-0.11243,-0.13624,-0.16086,-0.18548
8.82,0.04118,0.021,0.011,0,-0.011,-0.02182,-0.04382,-0.06582,-0.08964,-0.11246,-0.13628,-0.16092,-0.18556
8.83,0.04117,0.021,0.011,0,-0.011,-0.02183,-0.04383,-0.06583,-0.08966,-0.11249,-0.13632,-0.16098,-0.18564
8.84,0.04116,0.021,0.011,0,-0.011,-0.02184,-0.04384,-0.06584,-0.08968,-0.11252,-0.13636,-0.16104,-0.18572
8.85,0.04115,0.021,0.011,0,-0.011,-0.02185,-0.04385,-0.06585,-0.0897,-0.11255,-0.1364,-0.1611,-0.1858
8.86,0.04114,0.021,0.011,0,-0.011,-0.02186,-0.04386,-0.06586,-0.08972,-0.11258,-0.13644,-0.16116,-0.18588
8.87,0.04113,0.021,0.011,0,-0.011,-0.02187,-0.04387,-0.06587,-0.08974,-0.11261,-0.13648,-0.16122,-0.18596
8.88,0.04112,0.021,0.011,0,-0.011,-0.02188,-0.04388,-0.06588,-0.08976,-0.11264,-0.13652,-0.16128,-0.18604
8.89,0.04111,0.021,0.011,0,-0.011,-0.02189,-0.04389,-0.06589,-0.08978,-0.11267,-0.13656,-0.16134,-0.18612
8.9,0.0411,0.021,0.011,0,-0.011,-0.0219,-0.0439,-0.0659,-0.0898,-0.1127,-0.1366,-0.1614,-0.1862
8.91,0.04109,0.021,0.011,0,-0.011,-0.02191,-0.04391,-0.06591,-0.08982,-0.11273,-0.13664,-0.16146,-0.18628
8.92,0.04108,0.021,0.011,0,-0.011,-0.02192,-0.04392,-0.06592,-0.08984,-0.11276,-0.13668,-0.16152,-0.18636
8.93,0.04107,0.021,0.011,0,-0.011,-0.02193,-0.04393,-0.06593,-0.08986,-0.11279,-0.13672,-0.16158,-0.18644
8.94,0.04106,0.021,0.011,0,-0.011,-0.02194,-0.04394,-0.06594,-0.08988,-0.11282,-0.13676,-0.16164,-0.18652
8.95,0.04105,0.021,0.011,0,-0.011,-0.02195,-0.04395,-0.06595,-0.0899,-0.11285,-0.1368,-0.1617,-0.1866
8.96,0.04104,0.021,0.011,0,-0.011,-0.02196,-0.04396,-0.06596,-0.08992,-0.11288,-0.13684,-0.16176,-0.18668
8.97,0.04103,0.021,0.011,0,-0.011,-0.02197,-0.04397,-0.06597,-0.08994,-0.11291,-0.13688,-0.16182,-0.18676
8.98,0.04102,0.021,0.011,0,-0.011,-0.02198,-0.04398,-0.06598,-0.08996,-0.11294,-0.13692,-0.16188,-0.18684
8.99,0.04101,0.021,0.011,0,-0.011,-0.02199,-0.04399,-0.06599,-0.08998,-0.11297,-0.13696,-0.16194,-0.18692
9,0.041,0.021,0.011,0,-0.011,-0.022,-0.044,-0.066,-0.09,-0.113,-0.137,-0.162,-0.187
9.01,0.04095,0.02099,0.01099,0,-0.011,-0.02201,-0.04403,-0.06608,-0.09012,-0.11317,-0.13723,-0.16228,-0.18734
9.02,0.0409,0.02098,0.01098,0,-0.011,-0.02202,-0.04406,-0.06616,-0.09024,-0.11334,-0.13746,-0.16256,-0.18768
9.03,0.04085,0.02097,0.01097,0,-0.011,-0.02203,-0.04409,-0.06624,-0.09036,-0.11351,-0.13769,-0.16284,-0.18802
9.04,0.0408,0.02096,0.01096,0,-0.011,-0.02204,-0.04412,-0.06632,-0.09048,-0.11368,-0.13792,-0.16312,-0.18836
9.05,0.04075,0.02095,0.01095,0,-0.011,-0.02205,-0.04415,-0.0664,-0.0906,-0.11385,-0.13815,-0.1634,-0.1887
9.06,0.0407,0.02094,0.01094,0,-0.011,-0.02206,-0.04418,-0.06648,-0.09072,-0.11402,-0.13838,-0.16368,-0.18904
9.07,0.04065,0.02093,0.01093,0,-0.011,-0.02207,-0.04421,-0.06656,-0.09084,-0.11419,-0.13861,-0.16396,-0.18938
9.08,0.0406,0.02092,0.01092,0,-0.011,-0.02208,-0.04424,-0.06664,-0.09096,-0.11436,-0.13884,-0.16424,-0.18972
9.09,0.04055,0.02091,0.01091,0,-0.011,-0.02209,-0.04427,-0.06672,-0.09108,-0.11453,-0.13907,-0.16452,-0.19006
9.1,0.0405,0.0209,0.0109,0,-0.011,-0.0221,-0.0443,-0.0668,-0.0912,-0.1147,-0.1393,-0.1648,-0.1904
9.11,0.04045,0.02089,0.01089,0,-0.011,-0.02211,-0.04433,-0.06688,-0.09132,-0.11487,-0.13953,-0.16508,-0.19074
9.12,0.0404,0.02088,0.01088,0,-0.011,-0.02212,-0.04436,-0.06696,-0.09144,-0.11504,-0.13976,-0.16536,-0.19108
9.13,0.04035,0.02087,0.01087,0,-0.011,-0.02213,-0.04439,-0.06704,-0.09156,-0.11521,-0.13999,-0.16564,-0.19142
9.14,0.0403,0.02086,0.01086,0,-0.011,-0.02214,-0.04442,-0.06712,-0.09168,-0.11538,-0.14022,-0.16592,-0.19176
9.15,0.04025,0.02085,0.01085,0,-0.011,-0.02215,-0.04445,-0.0672,-0.0918,-0.11555,-0.14045,-0.1662,-0.1921
9.16,0.0402,0.02084,0.01084,0,-0.011,-0.02216,-0.04448,-0.06728,-0.09192,-0.11572,-0.14068,-0.16648,-0.19244
9.17,0.04015,0.02083,0.01083,0,-0.011,-0.02217,-0.04451,-0.06736,-0.09204,-0.11589,-0.14091,-0.16676,-0.19278
9.18,0.0401,0.02082,0.01082,0,-0.011,-0.02218,-0.04454,-0.06744,-0.09216,-0.11606,-0.14114,-0.16704,-0.19312
9.19,0.04005,0.02081,0.01081,0,-0.011,-0.02219,-0.04457,-0.06752,-0.09228,-0.11623,-0.14137,-0.16732,-0.19346
9.2,0.04,0.0208,0.0108,0,-0.011,-0.0222,-0.0446,-0.0676,-0.0924,-0.1164,-0.1416,-0.1676,-0.1938
9.21,0.03995,0.02079,0.01079,0,-0.011,-0.02221,-0.04463,-0.06768,-0.09252,-0.11657,-0.14183,-0.16788,-0.19414
9.22,0.0399,0.02078,0.01078,0,-0.011,-0.02222,-0.04466,-0.06776,-0.09264,-0.11674,-0.14206,-0.16816,-0.19448
9.23,0.03985,0.02077,0.01077,0,-0.011,-0.02223,-0.04469,-0.06784,-0.09276,-0.11691,-0.14229,-0.16844,-0.19482
9.24,0.0398,0.02076,0.01076,0,-0.011,-0.02224,-0.04472,-0.06792,-0.09288,-0.11708,-0.14252,-0.16872,-0.19516
9.25,0.03975,0.02075,0.01075,0,-0.011,-0.02225,-0.04475,-0.068,-0.093,-0.11725,-0.14275,-0.169,-0.1955
9.26,0.0397,0.02074,0.01074,0,-0.011,-0.02226,-0.04478,-0.06808,-0.09312,-0.11742,-0.14298,-0.16928,-0.19584
9.27,0.03965,0.02073,0.01073,0,-0.011,-0.02227,-0.04481,-0.06816,-0.09324,-0.11759,-0.14321,-0.16956,-0.19618
9.28,0.0396,0.02072,0.01072,0,-0.011,-0.02228,-0.04484,-0.06824,-0.09336,-0.11776,-0.14344,-0.16984,-0.19652
9.29,0.03955,0.02071,0.01071,0,-0.011,-0.02229,-0.04487,-0.06832,-0.09348,-0.11793,-0.14367,-0.17012,-0.19686
9.3,0.0395,0.0207,0.0107,0,-0.011,-0.0223,-0.0449,-0.0684,-0.0936,-0.1181,-0.1439,-0.1704,-0.1972
9.31,0.03945,0.02069,0.01069,0,-0.011,-0.02231,-0.04493,-0.06848,-0.09372,-0.11827,-0.14413,-0.17068,-0.19754
9.32,0.0394,0.02068,0.01068,0,-0.011,-0.02232,-0.04496,-0.06856,-0.09384,-0.11844,-0.14436,-0.17096,-0.19788
9.33,0.03935,0.02067,0.01067,0,-0.011,-0.02233,-0.04499,-0.06864,-0.09396,-0.11861,-0.14459,-0.17124,-0.19822
9.34,0.0393,0.02066,0.01066,0,-0.011,-0.02234,-0.04502,-0.06872,-0.09408,-0.11878,-0.14482,-0.17152,-0.19856
9.35,0.03925,0.02065,0.01065,0,-0.011,-0.02235,-0.04505,-0.0688,-0.0942,-0.11895,-0.14505,-0.1718,-0.1989
9.36,0.0392,0.02064,0.01064,0,-0.011,-0.02236,-0.04508,-0.06888,-0.09432,-0.11912,-0.14528,-0.17208,-0.19924
9.37,0.03915,0.02063,0.01063,0,-0.011,-0.02237,-0.04511,-0.06896,-0.09444,-0.11929,-0.14551,-0.17236,-0.19958
9.38,0.0391,0.02062,0.01062,0,-0.011,-0.02238,-0.04514,-0.06904,-0.09456,-0.11946,-0.14574,-0.17264,-0.19992
9.39,0.03905,0.02061,0.01061,0,-0.011,-0.02239,-0.04517,-0.06912,-0.09468,-0.11963,-0.14597,-0.17292,-0.20026
9.4,0.039,0.0206,0.0106,0,-0.011,-0.0224,-0.0452,-0.0692,-0.0948,-0.1198,-0.1462,-0.1732,-0.2006
9.41,0.03895,0.02059,0.01059,0,-0.011,-0.02241,-0.04523,-0.06928,-0.09492,-0.11997,-0.14643,-0.17348,-0.20094
9.42,0.0389,0.02058,0.01058,0,-0.011,-0.02242,-0.04526,-0.06936,-0.09504,-0.12014,-0.14666,-0.17376,-0.20128
9.43,0.03885,0.02057,0.01057,0,-0.011,-0.02243,-0.04529,-0.06944,-0.09516,-0.12031,-0.14689,-0.17404,-0.20162
9.44,0.0388,0.02056,0.01056,0,-0.011,-0.02244,-0.04532,-0.06952,-0.09528,-0.12048,-0.14712,-0.17432,-0.20196
9.45,0.03875,0.02055,0.01055,0,-0.011,-0.02245,-0.04535,-0.0696,-0.0954,-0.12065,-0.14735,-0.1746,-0.2023
9.46,0.0387,0.02054,0.01054,0,-0.011,-0.02246,-0.04538,-0.06968,-0.09552,-0.12082,-0.14758,-0.17488,-0.20264
9.47,0.03865,0.02053,0.01053,0,-0.011,-0.02247,-0.04541,-0.06976,-0.09564,-0.12099,-0.14781,-0.17516,-0.20298
9.48,0.0386,0.02052,0.01052,0,-0.011,-0.02248,-0.04544,-0.06984,-0.09576,-0.12116,-0.14804,-0.17544,-0.20332
9.49,0.03855,0.02051,0.01051,0,-0.011,-0.02249,-0.04547,-0.06992,-0.09588,-0.12133,-0.14827,-0.17572,-0.20366
9.5,0.0385,0.0205,0.0105,0,-0.011,-0.0225,-0.0455,-0.07,-0.096,-0.1215,-0.1485,-0.176,-0.204
9.51,0.03845,0.02049,0.01049,0,-0.011,-0.02251,-0.04553,-0.07008,-0.09612,-0.12167,-0.14873,-0.17628,-0.20434
9.52,0.0384,0.02048,0.01048,0,-0.011,-0.02252,-0.04556,-0.07016,-0.09624,-0.12184,-0.14896,-0.17656,-0.20468
9.53,0.03835,0.02047,0.01047,0,-0.011,-0.02253,-0.04559,-0.07024,-0.09636,-0.12201,-0.14919,-0.17684,-0.20502
9.54,0.0383,0.02046,0.01046,0,-0.011,-0.02254,-0.04562,-0.07032,-0.09648,-0.12218,-0.14942,-0.17712,-0.20536
9.55,0.03825,0.02045,0.01045,0,-0.011,-0.02255,-0.04565,-0.0704,-0.0966,-0.12235,-0.14965,-0.1774,-0.2057
9.56,0.0382,0.02044,0.01044,0,-0.011,-0.02256,-0.04568,-0.07048,-0.09672,-0.12252,-0.14988,-0.17768,-0.20604
9.57,0.03815,0.02043,0.01043,0,-0.011,-0.02257,-0.04571,-0.07056,-0.09684,-0.12269,-0.15011,-0.17796,-0.20638
9.58,0.0381,0.02042,0.01042,0,-0.011,-0.02258,-0.04574,-0.07064,-0.09696,-0.12286,-0.15034,-0.17824,-0.20672
9.59,0.03805,0.02041,0.01041,0,-0.011,-0.02259,-0.04577,-0.07072,-0.09708,-0.12303,-0.15057,-0.17852,-0.20706
9.6,0.038,0.0204,0.0104,0,-0.011,-0.0226,-0.0458,-0.0708,-0.0972,-0.1232,-0.1508,-0.1788,-0.2074
9.61,0.03795,0.02039,0.01039,0,-0.011,-0.02261,-0.04583,-0.07088,-0.09732,-0.12337,-0.15103,-0.17908,-0.20774
9.62,0.0379,0.02038,0.01038,0,-0.011,-0.02262,-0.04586,-0.07096,-0.09744,-0.12354,-0.15126,-0.17936,-0.20808
9.63,0.03785,0.02037,0.01037,0,-0.011,-0.02263,-0.04589,-0.07104,-0.09756,-0.12371,-0.15149,-0.17964,-0.20842
9.64,0.0378,0.02036,0.01036,0,-0.011,-0.02264,-0.04592,-0.07112,-0.09768,-0.12388,-0.15172,-0.17992,-0.20876
9.65,0.03775,0.02035,0.01035,0,-0.011,-0.02265,-0.04595,-0.0712,-0.0978,-0.12405,-0.15195,-0.1802,-0.2091
9.66,0.0377,0.02034,0.01034,0,-0.011,-0.02266,-0.04598,-0.07128,-0.09792,-0.12422,-0.15218,-0.18048,-0.20944
9.67,0.03765,0.02033,0.01033,0,-0.011,-0.02267,-0.04601,-0.07136,-0.09804,-0.12439,-0.15241,-0.18076,-0.20978
9.68,0.0376,0.02032,0.01032,0,-0.011,-0.02268,-0.04604,-0.07144,-0.09816,-0.12456,-0.15264,-0.18104,-0.21012
9.69,0.03755,0.02031,0.01031,0,-0.011,-0.02269,-0.04607,-0.07152,-0.09828,-0.12473,-0.15287,-0.18132,-0.21046
9.7,0.0375,0.0203,0.0103,0,-0.011,-0.0227,-0.0461,-0.0716,-0.0984,-0.1249,-0.1531,-0.1816,-0.2108
9.71,0.03745,0.02029,0.01029,0,-0.011,-0.02271,-0.04613,-0.07168,-0.09852,-0.12507,-0.15333,-0.18188,-0.21114
9.72,0.0374,0.02028,0.01028,0,-0.011,-0.02272,-0.04616,-0.07176,-0.09864,-0.12524,-0.15356,-0.18216,-0.21148
9.73,0.03735,0.02027,0.01027,0,-0.011,-0.02273,-0.04619,-0.07184,-0.09876,-0.12541,-0.15379,-0.18244,-0.21182
9.74,0.0373,0.02026,0.01026,0,-0.011,-0.02274,-0.04622,-0.07192,-0.09888,-0.12558,-0.15402,-0.18272,-0.21216
9.75,0.03725,0.02025,0.01025,0,-0.011,-0.02275,-0.04625,-0.072,-0.099,-0.12575,-0.15425,-0.183,-0.2125
9.76,0.0372,0.02024,0.01024,0,-0.011,-0.02276,-0.04628,-0.07208,-0.09912,-0.12592,-0.15448,-0.18328,-0.21284
9.77,0.03715,0.02023,0.01023,0,-0.011,-0.02277,-0.04631,-0.07216,-0.09924,-0.12609,-0.15471,-0.18356,-0.21318
9.78,0.0371,0.02022,0.01022,0,-0.011,-0.02278,-0.04634,-0.07224,-0.09936,-0.12626,-0.15494,-0.18384,-0.21352
9.79,0.03705,0.02021,0.01021,0,-0.011,-0.02279,-0.04637,-0.07232,-0.09948,-0.12643,-0.15517,-0.18412,-0.21386
9.8,0.037,0.0202,0.0102,0,-0.011,-0.0228,-0.0464,-0.0724,-0.0996,-0.1266,-0.1554,-0.1844,-0.2142
9.81,0.03695,0.02019,0.01019,0,-0.011,-0.02281,-0.04643,-0.07248,-0.09972,-0.12677,-0.15563,-0.18468,-0.21454
9.82,0.0369,0.02018,0.01018,0,-0.011,-0.02282,-0.04646,-0.07256,-0.09984,-0.12694,-0.15586,-0.18496,-0.21488
9.83,0.03685,0.02017,0.01017,0,-0.011,-0.02283,-0.04649,-0.07264,-0.09996,-0.12711,-0.15609,-0.18524,-0.21522
9.84,0.0368,0.02016,0.01016,0,-0.011,-0.02284,-0.04652,-0.07272,-0.10008,-0.12728,-0.15632,-0.18552,-0.21556
9.85,0.03675,0.02015,0.01015,0,-0.011,-0.02285,-0.04655,-0.0728,-0.1002,-0.12745,-0.15655,-0.1858,-0.2159
9.86,0.0367,0.02014,0.01014,0,-0.011,-0.02286,-0.04658,-0.07288,-0.10032,-0.12762,-0.15678,-0.18608,-0.21624
9.87,0.03665,0.02013,0.01013,0,-0.011,-0.02287,-0.04661,-0.07296,-0.10044,-0.12779,-0.15701,-0.18636,-0.21658
9.88,0.0366,0.02012,0.01012,0,-0.011,-0.02288,-0.04664,-0.07304,-0.10056,-0.12796,-0.15724,-0.18664,-0.21692
9.89,0.03655,0.02011,0.01011,0,-0.011,-0.02289,-0.04667,-0.07312,-0.10068,-0.12813,-0.15747,-0.18692,-0.21726
9.9,0.0365,0.0201,0.0101,0,-0.011,-0.0229,-0.0467,-0.0732,-0.1008,-0.1283,-0.1577,-0.1872,-0.2176
9.91,0.03645,0.02009,0.01009,0,-0.011,-0.02291,-0.04673,-0.07328,-0.10092,-0.12847,-0.15793,-0.18748,-0.21794
9.92,0.0364,0.02008,0.01008,0,-0.011,-0.02292,-0.04676,-0.07336,-0.10104,-0.12864,-0.15816,-0.18776,-0.21828
9.93,0.03635,0.02007,0.01007,0,-0.011,-0.02293,-0.04679,-0.07344,-0.10116,-0.12881,-0.15839,-0.18804,-0.21862
9.94,0.0363,0.02006,0.01006,0,-0.011,-0.02294,-0.04682,-0.07352,-0.10128,-0.12898,-0.15862,-0.18832,-0.21896
9.95,0.03625,0.02005,0.01005,0,-0.011,-0.02295,-0.04685,-0.0736,-0.1014,-0.12915,-0.15885,-0.1886,-0.2193
9.96,0.0362,0.02004,0.01004,0,-0.011,-0.02296,-0.04688,-0.07368,-0.10152,-0.12932,-0.15908,-0.18888,-0.21964
9.97,0.03615,0.02003,0.01003,0,-0.011,-0.02297,-0.04691,-0.07376,-0.10164,-0.12949,-0.15931,-0.18916,-0.21998
9.98,0.0361,0.02002,0.01002,0,-0.011,-0.02298,-0.04694,-0.07384,-0.10176,-0.12966,-0.15954,-0.18944,-0.22032
9.99,0.03605,0.02001,0.01001,0,-0.011,-0.02299,-0.04697,-0.07392,-0.10188,-0.12983,-0.15977,-0.18972,-0.22066
10,0.036,0.02,0.01,0,-0.011,-0.023,-0.047,-0.074,-0.102,-0.13,-0.16,-0.19,-0.221
10.01,0.034545455,0.019727273,0.01,0,-0.011,-0.023090909,-0.047363636,-0.074545455,-0.102818182,-0.131181818,-0.161363636,-0.191545455,-0.222636364
10.02,0.033090909,0.019454545,0.01,0,-0.011,-0.023181818,-0.047727273,-0.075090909,-0.103636364,-0.132363636,-0.162727273,-0.193090909,-0.224272727
10.03,0.031636364,0.019181818,0.01,0,-0.011,-0.023272727,-0.048090909,-0.075636364,-0.104454545,-0.133545455,-0.164090909,-0.194636364,-0.225909091
10.04,0.030181818,0.018909091,0.01,0,-0.011,-0.023363636,-0.048454545,-0.076181818,-0.105272727,-0.134727273,-0.165454545,-0.196181818,-0.227545455
10.05,0.028727273,0.018636364,0.01,0,-0.011,-0.023454545,-0.048818182,-0.076727273,-0.106090909,-0.135909091,-0.166818182,-0.197727273,-0.229181818
10.06,0.027272727,0.018363636,0.01,0,-0.011,-0.023545455,-0.049181818,-0.077272727,-0.106909091,-0.137090909,-0.168181818,-0.199272727,-0.230818182
10.07,0.025818182,0.018090909,0.01,0,-0.011,-0.023636364,-0.049545455,-0.077818182,-0.107727273,-0.138272727,-0.169545455,-0.200818182,-0.232454545
10.08,0.024363636,0.017818182,0.01,0,-0.011,-0.023727273,-0.049909091,-0.078363636,-0.108545455,-0.139454545,-0.170909091,-0.202363636,-0.234090909
10.09,0.022909091,0.017545455,0.01,0,-0.011,-0.023818182,-0.050272727,-0.078909091,-0.109363636,-0.140636364,-0.172272727,-0.203909091,-0.235727273
10.1,0.021454545,0.017272727,0.01,0,-0.011,-0.023909091,-0.050636364,-0.079454545,-0.110181818,-0.141818182,-0.173636364,-0.205454545,-0.237363636
10.11,0.02,0.017,0.01,0,-0.011,-0.024,-0.051,-0.08,-0.111,-0.143,-0.175,-0.207,-0.239
10.12,0.0165,0.016,0.0095,0,-0.0115,-0.0245,-0.052,-0.0815,-0.113,-0.1445,-0.177,-0.209,-0.2415
10.13,0.013,0.015,0.009,0,-0.012,-0.025,-0.053,-0.083,-0.115,-0.146,-0.179,-0.211,-0.244
10.14,0.0075,0.0115,0.0085,0,-0.012,-0.025,-0.054,-0.085,-0.1165,-0.148,-0.181,-0.213,-0.246
10.15,0.002,0.008,0.008,0,-0.012,-0.025,-0.055,-0.087,-0.118,-0.15,-0.183,-0.215,-0.248
10.16,-0.0025,0.003,0.0045,0,-0.0115,-0.0265,-0.057,-0.089,-0.1205,-0.1525,-0.1855,-0.2175,-0.2505
10.17,-0.007,-0.002,0.001,0,-0.011,-0.028,-0.059,-0.091,-0.123,-0.155,-0.188,-0.22,-0.253
10.18,-0.011,-0.004,-0.001,0,-0.013,-0.03,-0.061,-0.093,-0.125,-0.158,-0.19,-0.223,-0.256
